widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,corpus-freq,dagalb,dagalb-UB,dagalb-note
27,else,3.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,2,8,3.0,1,
28,",",,,,",",,,,,,,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,,,,,
29,because,5.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,5,71,1.0,0,
30,she,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,4,5,2.0,0,
31,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,25,500,0.0,0,
32,an,2.0,1.0,1.0,DT,det,3.0,3.0,3.0,3.0,-2.0,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,7,97,0.0,0,
33,American,8.0,4.0,1.0,NNP,advcl,1.0,1.0,1.0,1.0,0.0,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,6,62,3.0,0,
34,;,,,,:,,,,,,,45,"We are true to our creed when a little girl born into the bleakest poverty knows that she has the same chance to succeed as anybody else , because she is an American ;",10,8,,,,,
1,she,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,4,5,2.0,0,
2,is,2.0,1.0,1.0,VBZ,cop,4.0,4.0,3.0,4.0,-2.75,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,25,500,1.0,0,
3,free,3.0,1.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,3,82,3.0,1,
4,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,89,1549,0.0,0,
5,she,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,4,5,2.0,0,
6,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,25,500,1.0,0,
7,equal,5.0,2.0,1.0,JJ,conj:and,2.0,2.0,2.0,2.0,-1.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,6,22,3.0,0,
8,",",,,,",",,,,,,,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,,,,,
9,not,3.0,1.0,1.0,RB,conj:and,2.0,2.0,3.0,2.0,-1.25,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,29,339,4.0,0,
10,just,4.0,1.0,1.0,RB,neg,4.0,4.0,2.0,4.0,-2.5,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,5,43,5.0,1,
11,in,2.0,1.0,0.0,IN,cc:preconj,4.0,4.0,3.0,4.0,-2.75,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,21,808,1.0,0,
12,the,2.0,1.0,0.0,DT,case,5.0,5.0,5.0,5.0,-4.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,104,2261,0.0,0,
13,eyes,2.0,1.0,1.0,NNS,det,4.0,4.0,4.0,4.0,-3.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,1,8,2.0,0,
14,of,2.0,1.0,1.0,IN,nmod:in,4.0,4.0,3.0,4.0,-2.75,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,69,1691,0.0,0,
15,God,3.0,1.0,1.0,NNP,case,2.0,2.0,2.0,2.0,-1.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,5,65,3.0,0,
16,",",,,,",",,,,,,,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,,,,,
17,but,3.0,1.0,1.0,CC,nmod:of,4.0,4.0,4.0,4.0,-3.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,13,232,0.0,0,
18,also,4.0,2.0,1.0,RB,cc,4.0,4.0,4.0,4.0,-3.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,2,19,4.0,0,
19,in,2.0,1.0,0.0,IN,advmod,3.0,3.0,2.0,3.0,-1.75,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,21,808,2.0,0,
20,our,2.0,2.0,1.0,PRP$,case,3.0,3.0,3.0,3.0,-2.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,76,904,2.0,0,
21,own,2.0,1.0,1.0,JJ,nmod:poss,1.0,1.0,1.0,1.0,0.0,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,1,81,5.0,0,
22,.,,,,.,,,,,,,46,"she is free and she is equal , not just in the eyes of God , but also in our own .",8,8,,,,,
1,We,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,69,1021,4.0,0,
2,understand,9.0,3.0,2.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,2,9,2.0,0,
3,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,57,640,0.0,0,
4,outworn,,,,NN,compound,2.0,2.0,2.0,2.0,-1.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,1,2,1.0,0,
5,programs,8.0,2.0,2.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,1,5,2.0,0,
6,are,2.0,1.0,1.0,VBP,cop,3.0,3.0,2.0,3.0,-1.75,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,21,310,0.0,0,
7,inadequate,9.0,4.0,1.0,JJ,ccomp,2.0,2.0,2.0,2.0,-1.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,1,3,3.0,1,
8,to,2.0,1.0,1.0,TO,case,3.0,3.0,3.0,3.0,-2.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,66,1169,0.0,0,
9,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,104,2261,0.0,0,
10,needs,4.0,1.0,1.0,NNS,nmod:to,2.0,2.0,2.0,2.0,-1.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,1,11,2.0,0,
11,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,69,1691,0.0,0,
12,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,76,904,3.0,0,
13,time,3.0,1.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,10,112,1.0,0,
14,.,,,,.,,,,,,,47,We understand that outworn programs are inadequate to the needs of our time .,4,4,,,,,
1,So,2.0,1.0,1.0,IN,dep,3.0,3.0,2.0,3.0,-1.75,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,7,120,0.0,0,
2,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,69,1021,1.0,0,
3,must,4.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,17,162,0.0,0,
4,harness,6.0,2.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,3,2.0,0,
5,new,2.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,6,155,3.0,0,
6,ideas,5.0,3.0,1.0,NNS,dobj,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,9,1.0,0,
7,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,89,1549,0.0,0,
8,technology,9.0,4.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,2,4,2.0,0,
9,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,66,1169,0.0,0,
10,remake,5.0,2.0,2.0,VB,advcl,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,1,3.0,0,
11,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,76,904,1.0,0,
12,government,8.0,3.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,4,108,4.0,1,
13,",",,,,",",,,,,,,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,,,,,
14,revamp,6.0,2.0,1.0,VB,dep,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,1,2.0,0,
15,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,76,904,0.0,0,
16,Tax,4.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,8,3.0,0,
17,Code,3.0,1.0,1.0,NNP,dobj,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,1,1.0,1,
18,",",,,,",",,,,,,,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,,,,,
19,reform,6.0,2.0,1.0,VB,dep,4.0,4.0,4.0,4.0,-3.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,5,2.0,0,
20,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,76,904,1.0,0,
21,schools,5.0,1.0,1.0,NNS,dobj,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,2,12,3.0,1,
22,",",,,,",",,,,,,,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,,,,,
23,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,89,1549,0.0,0,
24,empower,5.0,3.0,1.0,VBP,dep,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,1,2.0,0,
25,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,76,904,1.0,0,
26,citizens,8.0,3.0,1.0,NNS,dobj,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,6,58,3.0,0,
27,with,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,13,225,0.0,0,
28,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,104,2261,0.0,0,
29,skills,5.0,1.0,1.0,NNS,nmod:with,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,3,2.0,0,
30,they,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,10,136,1.0,0,
31,need,3.0,1.0,1.0,VBP,acl:relcl,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,2,44,3.0,0,
32,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,66,1169,0.0,0,
33,work,3.0,1.0,1.0,VB,xcomp,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,4,83,2.0,0,
34,harder,5.0,2.0,1.0,RBR,advmod,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,2,3.0,0,
35,",",,,,",",,,,,,,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,,,,,
36,learn,3.0,1.0,1.0,VB,dep,3.0,3.0,3.0,3.0,-2.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,10,2.0,0,
37,more,3.0,1.0,1.0,JJR,dobj,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,7,109,4.0,1,
38,",",,,,",",,,,,,,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,,,,,
39,reach,3.0,1.0,1.0,VB,dep,2.0,2.0,2.0,2.0,-1.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,16,1.0,0,
40,higher,3.0,2.0,1.0,JJR,dobj,1.0,1.0,1.0,1.0,0.0,48,"So we must harness new ideas and technology to remake our government , revamp our Tax Code , reform our schools , and empower our citizens with the skills they need to work harder , learn more , reach higher .",5,5,1,5,2.0,0,
